219,109000,67984,147209,-215192,5039,6064,-9960,1,1,0,0
220,109500,34416,170972,-205388,3514,7282,-9698,1,1,0,0
221,110000,0,190526,-190526,1902,8321,-9197,1,0,0,0
222,110500,-34416,205388,-170972,244,9155,-8469,1,0,0,0
223,111000,-67984,215192,-147209,-1421,9763,-7533,1,0,0,0
224,111500,-99878,219698,-119821,-3051,10131,-6411,1,0,0,0
225,112000,-129313,218795,-89482,-4605,10250,-5132,1,0,0,0
226,112500,-155563,212504,-56940,-6047,10116,-3726,1,0,0,0
227,113000,-177984,200980,-22996,-7339,9733,-2228,1,0,0,0
228,113500,-196021,184508,11514,-8450,9111,-676,1,0,0,0
229,114000,-209232,163492,45741,-9354,8264,893,1,0,0,0
230,114500,-217291,138450,78841,-10027,7214,2440,1,0,0,0
231,115000,-220000,110000,110000,-10453,5986,3927,1,0,0,0
232,115500,-217291,78841,138450,-10622,4610,5318,1,0,0,0
233,116000,-209232,45741,163492,-10530,3121,6577,1,0,0,0
234,116500,-196021,11514,184508,-10178,1556,7674,1,0,0,0
235,117000,-177984,-22996,200980,-9575,-48,8583,1,0,0,0
236,117500,-155563,-56940,212504,-8737,-1651,9280,1,0,0,0
237,118000,-129313,-89482,218795,-7683,-3213,9749,1,0,0,0
238,118500,-99878,-119821,219698,-6441,-4696,9977,1,0,0,0
239,119000,-67984,-147209,215192,-5039,-6064,9960,1,0,0,0
240,119500,-34416,-170972,205388,-3514,-7282,9698,1,0,0,0
